q1,q2,q3,q6,q4,q5,q17,q18,q20,q22,q23,q24,q25,q26,q27,q28,q29,q30,q33,q40,q41,q42,q56,q57,q58,q53,q54,q16,weight,stratum,psu
14 years old,Female,Grade 8,Sometimes,1.52,40,6 or 7 times,Something else happened to me,3 to 5 days,Most of the time,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,1 or 2 days,Sometimes,1 time,5.8035,201402009,21
14 years old,Female,Grade 8,Never,1.65,77,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Always,3,0 days,Always,0 times,5.8035,201402009,21
14 years old,Female,Grade 8,Never,1.5,44,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,0 times,5.8035,201402009,21
14 years old,Female,Grade 8,Never,1.59,42,1 time,Not seriously injured,3 to 5 days,Most of the time,Most of the time,No,No,0 times,3 or more,12 or 13 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Rarely,Never,2,3 to 5 days,Sometimes,1 time,5.8035,201402009,21
15 years old,Male,Grade 8,Never,NA,NA,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,2,0 days,Sometimes,0 times,8.6576,201402009,21
14 years old,Male,Grade 8,NA,1.61,47,2 or 3 times,Something else happened to me,1 or 2 days,Never,NA,NA,NA,NA,NA,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,NA,NA,1 or 2 days,Sometimes,0 times,8.6576,201402009,21
14 years old,Female,Grade 8,Never,1.49,36,1 time,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Most of the time,Always,1,0 days,Most of the time,0 times,5.8035,201402009,21
13 years old,Female,Grade 8,Sometimes,NA,NA,NA,NA,NA,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Sometimes,Sometimes,4,3 to 5 days,Most of the time,0 times,5.8035,201402009,21
14 years old,Female,Grade 8,Never,1.49,36,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,2,0 days,Sometimes,0 times,5.8035,201402009,21
14 years old,Female,Grade 8,Never,NA,NA,NA,NA,0 days,Never,NA,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,NA,0 times,0 times,Sometimes,Most of the time,NA,0 days,Sometimes,0 times,5.8035,201402009,21
12 years old,NA,Grade 11,Never,NA,NA,2 or 3 times,Something else happened to me,NA,Most of the time,Sometimes,NA,NA,2 or 3 times,1,NA,NA,3 to 5 days,My mother or female guardian,8 or 9 years old,0 times,3 to 9 times,Most of the time,NA,NA,10 or more days,Never,1 time,6.5834,201402009,21
14 years old,NA,NA,Never,NA,NA,1 time,Broken bone/dislocated joint,NA,Rarely,Most of the time,No,No,1 time,1,14 or 15 years old,0 days,0 days,NA,NA,0 times,0 times,Rarely,Never,2,1 or 2 days,Rarely,0 times,8.6576,201402009,21
14 years old,Male,Grade 8,Most of the time,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Always,0 times,8.6576,201402009,21
NA,NA,NA,Most of the time,NA,NA,4 or 5 times,Broken bone/dislocated joint,NA,NA,Always,NA,NA,4 or 5 times,NA,18 years old or older,20 to 29 days,6 to 9 days,NA,18 years old or older,NA,NA,NA,Most of the time,3,10 or more days,Always,4 or 5 times,8.6576,201402009,21
14 years old,Female,Grade 8,Never,1.54,43,0 times,Not seriously injured,0 days,Sometimes,Never,No,Yes,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Rarely,1,1 or 2 days,Most of the time,0 times,5.8035,201402009,21
14 years old,Female,Grade 8,Sometimes,1.52,36,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,1,0 days,Most of the time,1 time,5.8035,201402009,21
14 years old,Male,Grade 8,Never,1.65,47,0 times,Not seriously injured,0 days,Never,Never,NA,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Never,0 times,8.6576,201402009,21
15 years old,Female,Grade 9,Never,1.53,38,0 times,Not seriously injured,3 to 5 days,Always,Always,No,Yes,1 time,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,0 days,Never,0 times,9.6556,201402009,21
15 years old,Female,Grade 9,Sometimes,NA,NA,NA,NA,NA,Sometimes,Sometimes,NA,NA,NA,3 or more,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,NA,NA,NA,NA,NA,NA,Always,NA,9.6556,201402009,21
15 years old,Female,Grade 9,Sometimes,NA,NA,2 or 3 times,Concussion/head injury,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,3 to 5 days,Sometimes,0 times,9.6556,201402009,21
15 years old,NA,Grade 9,Never,NA,NA,2 or 3 times,Something else happened to me,1 or 2 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Sometimes,0 times,15.1038,201402009,21
15 years old,Female,Grade 9,Never,NA,NA,NA,NA,0 days,Sometimes,Sometimes,No,NA,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Sometimes,Never,NA,NA,Sometimes,NA,9.6556,201402009,21
11 years old or younger,Female,Grade 9,Never,NA,NA,8 or 9 times,I had a cut or stab wound,3 to 5 days,Sometimes,Never,NA,NA,0 times,2,8 or 9 years old,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Always,Always,2,0 days,Always,4 or 5 times,9.6556,201402009,21
16 years old,Female,Grade 10,Never,1.6,54,0 times,Not seriously injured,1 or 2 days,Rarely,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,5,0 days,Always,0 times,14.933,201402009,21
16 years old,Female,Grade 10,Never,1.61,42,4 or 5 times,Something else happened to me,0 days,Sometimes,Sometimes,No,Yes,0 times,3 or more,16 or 17 years old,1 or 2 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,3,1 or 2 days,Always,0 times,14.933,201402009,21
16 years old,Female,Grade 10,Never,1.51,55,1 time,Not seriously injured,1 or 2 days,Rarely,Rarely,No,Yes,0 times,2,14 or 15 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Rarely,3,1 or 2 days,Most of the time,0 times,14.933,201402009,21
16 years old,Male,Grade 10,Never,1.65,54,1 time,Something else happened to me,0 days,Rarely,Never,No,No,0 times,3 or more,NA,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,2,1 or 2 days,Most of the time,0 times,23.493,201402009,21
15 years old,Female,Grade 10,Never,1.58,41,2 or 3 times,Something else happened to me,0 days,Most of the time,Most of the time,Yes,No,0 times,2,14 or 15 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Most of the time,1,0 days,Always,0 times,14.933,201402009,21
16 years old,Female,Grade 10,Never,1.49,34,NA,NA,0 days,Most of the time,Sometimes,Yes,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Always,0 times,14.933,201402009,21
17 years old,Female,Grade 11,Never,1.49,38,0 times,Not seriously injured,0 days,Never,Never,NA,NA,NA,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,1,3 to 5 days,Most of the time,0 times,5.1523,201402009,21
17 years old,Female,Grade 11,Never,NA,NA,2 or 3 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Always,0 times,5.1523,201402009,21
16 years old,Male,Grade 11,Never,1.61,44,1 time,Something else happened to me,0 days,Rarely,Rarely,No,No,0 times,3 or more,14 or 15 years old,NA,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,1,0 days,Always,0 times,5.1523,201402009,21
17 years old,Male,Grade 11,Never,1.7,68,1 time,Something else happened to me,0 days,Sometimes,Never,No,No,0 times,1,12 or 13 years old,NA,3 to 5 days,Neither,I have never used drugs,0 times,0 times,Rarely,Sometimes,1,3 to 5 days,Sometimes,2 or 3 times,5.1523,201402009,21
17 years old,Female,Grade 12,Never,1.58,39,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Sometimes,0 times,7.2054,201402009,21
14 years old,Male,Grade 8,Sometimes,1.53,41,1 time,Something else happened to me,0 days,Rarely,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,NA,NA,0 days,Rarely,0 times,7.9027,201402020,43
14 years old,Male,Grade 8,Never,1.52,42,0 times,Not seriously injured,0 days,Never,Never,Yes,NA,4 or 5 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,1,0 days,Most of the time,0 times,7.9027,201402020,43
14 years old,NA,Grade 8,Never,NA,NA,1 time,Something else happened to me,0 days,Sometimes,Never,NA,NA,NA,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,NA,0 days,NA,1 time,5.2974,201402020,43
14 years old,Male,Grade 8,Never,1.62,51,4 or 5 times,Broken bone/dislocated joint,0 days,Sometimes,Rarely,NA,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Most of the time,0 times,7.9027,201402020,43
16 years old,Male,Grade 9,Sometimes,1.68,50,1 time,I had a cut or stab wound,0 days,Most of the time,Most of the time,No,No,0 times,3 or more,14 or 15 years old,20 to 29 days,20 to 29 days,NA,NA,NA,NA,Never,Sometimes,NA,10 or more days,Sometimes,0 times,9.609,201402020,43
14 years old,Male,Grade 9,Never,NA,NA,6 or 7 times,Something else happened to me,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,NA,NA,NA,10 or more days,Always,0 times,9.609,201402020,43
14 years old,Female,Grade 9,Sometimes,1.59,49,2 or 3 times,Something else happened to me,0 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Always,3,0 days,Sometimes,2 or 3 times,6.1428,201402020,43
15 years old,Female,Grade 9,Never,1.59,42,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Most of the time,0 times,6.1428,201402020,43
15 years old,Female,Grade 9,Never,1.55,45,2 or 3 times,Not seriously injured,0 days,Always,Most of the time,Yes,Yes,1 time,1,14 or 15 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,1 or 2 days,Rarely,4 or 5 times,6.1428,201402020,43
15 years old,Female,Grade 9,Never,1.66,49,2 or 3 times,Something else happened to me,3 to 5 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Always,0 times,6.1428,201402020,43
16 years old,Female,Grade 9,Never,1.56,43,0 times,Not seriously injured,0 days,Never,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,I do not know,NA,NA,NA,NA,Sometimes,NA,0 days,Sometimes,0 times,6.1428,201402020,43
15 years old,Female,Grade 9,Never,1.56,41,12 or more times,Something else happened to me,0 days,Never,Never,No,No,0 times,2,NA,NA,NA,NA,NA,NA,NA,Always,Most of the time,1,0 days,Always,0 times,6.1428,201402020,43
15 years old,NA,Grade 9,Always,NA,NA,0 times,NA,0 days,NA,Most of the time,NA,NA,0 times,2,NA,0 days,0 days,I do not know,NA,NA,NA,NA,NA,NA,NA,NA,0 times,9.609,201402020,43
15 years old,Female,Grade 9,Sometimes,1.51,51,NA,Concussion/head injury,All 30 days,Always,Sometimes,Yes,No,0 times,2,NA,NA,NA,NA,NA,NA,NA,Never,Never,NA,NA,Never,NA,6.1428,201402020,43
15 years old,Male,Grade 9,Sometimes,1.69,54,NA,NA,0 days,Sometimes,Sometimes,No,Yes,0 times,0,NA,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Most of the time,3,0 days,Always,0 times,9.609,201402020,43
15 years old,Male,Grade 9,Never,NA,NA,2 or 3 times,NA,NA,Never,Sometimes,NA,NA,NA,3 or more,12 or 13 years old,3 to 5 days,0 days,I do not know,I have never used drugs,NA,NA,Sometimes,Sometimes,NA,6 to 9 days,Most of the time,2 or 3 times,9.609,201402020,43
15 years old,Female,Grade 10,Rarely,1.58,46,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Never,Never,4,6 to 9 days,Rarely,0 times,11.9092,201402020,43
16 years old,Female,Grade 10,Never,1.65,43,0 times,Not seriously injured,0 days,Rarely,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Rarely,Never,1,0 days,Always,0 times,11.9092,201402020,43
17 years old,Female,Grade 10,Never,1.57,47,1 time,NA,0 days,Never,Never,NA,NA,NA,3 or more,I have never smoked cigarettes,0 days,0 days,NA,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Most of the time,0 times,11.9092,201402020,43
16 years old,Female,Grade 10,Never,1.64,54,0 times,Not seriously injured,0 days,Sometimes,Never,NA,NA,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Always,NA,0 days,Most of the time,0 times,11.9092,201402020,43
16 years old,Male,Grade 10,Never,1.74,60,0 times,Not seriously injured,0 days,Most of the time,Never,No,No,0 times,3 or more,14 or 15 years old,All 30 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Sometimes,2,1 or 2 days,Rarely,2 or 3 times,18.7359,201402020,43
16 years old,Female,Grade 10,Never,1.6,36,1 time,Something else happened to me,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Always,0 times,11.9092,201402020,43
16 years old,Male,Grade 8,Most of the time,NA,NA,NA,NA,1 or 2 days,Rarely,NA,No,Yes,0 times,1,8 or 9 years old,0 days,6 to 9 days,Neither,NA,NA,0 times,Never,Most of the time,1,0 days,Rarely,1 time,8.4295,201402018,39
13 years old,Male,Grade 8,Never,NA,NA,2 or 3 times,I had a cut or stab wound,1 or 2 days,Never,Never,No,No,0 times,3 or more,7 years old or younger,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Most of the time,3,0 days,Sometimes,2 or 3 times,8.4295,201402018,39
18 years old or older,Female,Grade 8,Never,NA,NA,1 time,Something else happened to me,1 or 2 days,Never,Never,No,Yes,0 times,3 or more,NA,0 days,1 or 2 days,Neither,I have never used drugs,0 times,0 times,Never,Never,1,10 or more days,Sometimes,0 times,5.6506,201402018,39
14 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Most of the time,Sometimes,NA,NA,NA,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,1,10 or more days,Sometimes,0 times,5.6506,201402018,39
14 years old,Female,Grade 8,Never,1.57,49,2 or 3 times,Something else happened to me,0 days,Most of the time,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Never,Rarely,2,1 or 2 days,Sometimes,0 times,5.6506,201402018,39
16 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Never,No,Yes,1 time,0,12 or 13 years old,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Never,1,0 days,Most of the time,0 times,10.2496,201402018,39
14 years old,Male,Grade 8,Never,NA,NA,2 or 3 times,Something else happened to me,3 to 5 days,Never,Never,Yes,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Sometimes,Sometimes,3,0 days,Always,12 or more times,8.4295,201402018,39
14 years old,Male,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Sometimes,1 time,8.4295,201402018,39
15 years old,Male,Grade 8,Never,1.57,44,0 times,Not seriously injured,1 or 2 days,Never,Most of the time,No,Yes,0 times,3 or more,14 or 15 years old,All 30 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,5,0 days,Sometimes,2 or 3 times,8.4295,201402018,39
16 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Most of the time,Sometimes,1,0 days,Sometimes,0 times,5.6506,201402018,39
14 years old,Female,Grade 8,Never,NA,NA,2 or 3 times,I had a cut or stab wound,All 30 days,Sometimes,Always,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,5,1 or 2 days,Always,0 times,5.6506,201402018,39
14 years old,Male,Grade 8,Sometimes,NA,NA,2 or 3 times,Something else happened to me,NA,Never,Never,Yes,No,1 time,0,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Sometimes,2,0 days,Always,12 or more times,8.4295,201402018,39
16 years old,Male,Grade 8,Sometimes,NA,NA,2 or 3 times,Something else happened to me,1 or 2 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Sometimes,1,3 to 5 days,Sometimes,0 times,8.4295,201402018,39
12 years old,Female,Grade 10,Sometimes,NA,NA,6 or 7 times,Not seriously injured,1 or 2 days,Never,Most of the time,NA,Yes,1 time,2,NA,NA,3 to 5 days,My mother or female guardian,7 years old or younger,0 times,3 to 9 times,Rarely,Most of the time,2,10 or more days,Never,1 time,8.5746,201402018,39
16 years old,Male,Grade 10,Never,NA,NA,2 or 3 times,Broken bone/dislocated joint,3 to 5 days,Sometimes,Most of the time,No,No,0 times,3 or more,10 or 11 years old,All 30 days,All 30 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,3,0 days,Never,1 time,13.4899,201402018,39
14 years old,Female,Grade 10,Sometimes,1.45,35,0 times,Not seriously injured,1 or 2 days,Most of the time,Most of the time,Yes,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,3,1 or 2 days,Most of the time,0 times,7.5028,201402018,39
15 years old,Female,Grade 9,Never,NA,NA,1 time,Broken bone/dislocated joint,1 or 2 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Always,Most of the time,4,0 days,Most of the time,0 times,5.7333,201402018,39
15 years old,Female,Grade 9,Never,1.57,35,0 times,Not seriously injured,0 days,Never,Sometimes,NA,NA,NA,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Most of the time,1,0 days,Always,0 times,5.7333,201402018,39
15 years old,Female,Grade 9,Never,1.58,86,1 time,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Most of the time,3,3 to 5 days,Always,0 times,5.7333,201402018,39
15 years old,Male,Grade 9,Never,NA,NA,1 time,Something else happened to me,0 days,Sometimes,Rarely,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Never,5,0 days,Sometimes,1 time,8.9684,201402018,39
15 years old,Male,Grade 9,Never,NA,NA,0 times,Not seriously injured,NA,Rarely,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Most of the time,2,0 days,Sometimes,6 or 7 times,8.9684,201402018,39
16 years old,Male,Grade 9,Never,NA,NA,2 or 3 times,Something else happened to me,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,16 or 17 years old,All 30 days,0 days,My father or male guardian,12 or 13 years old,0 times,0 times,Sometimes,Sometimes,1,0 days,Sometimes,0 times,8.9684,201402018,39
15 years old,Male,Grade 9,Sometimes,1.65,53,NA,NA,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Most of the time,3,0 days,Most of the time,0 times,8.9684,201402018,39
16 years old,Female,Grade 9,Never,NA,NA,NA,NA,0 days,Sometimes,Sometimes,NA,NA,NA,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,4,0 days,Most of the time,0 times,5.7333,201402018,39
16 years old,Female,Grade 9,Sometimes,NA,NA,0 times,Not seriously injured,1 or 2 days,Most of the time,Sometimes,No,NA,NA,2,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Always,1,0 days,Sometimes,0 times,5.7333,201402018,39
14 years old,Female,Grade 9,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Most of the time,Most of the time,3,0 days,Most of the time,0 times,5.7333,201402018,39
15 years old,Female,Grade 9,Never,1.58,44,1 time,Something else happened to me,0 days,Never,Sometimes,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Sometimes,Never,5,0 days,Always,1 time,5.7333,201402018,39
17 years old,Male,Grade 9,Never,1.53,52,4 or 5 times,Not seriously injured,NA,Never,Rarely,No,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,NA,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,4 or 5 times,8.9684,201402018,39
15 years old,Male,Grade 9,Never,NA,NA,NA,Not seriously injured,0 days,Never,Never,No,No,0 times,0,7 years old or younger,1 or 2 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Never,Sometimes,3,0 days,Always,1 time,8.9684,201402018,39
15 years old,Male,Grade 9,Sometimes,1.53,40,0 times,Not seriously injured,1 or 2 days,Sometimes,Rarely,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,8.9684,201402018,39
15 years old,Female,Grade 10,Never,1.6,50,0 times,Not seriously injured,0 days,Most of the time,Most of the time,No,No,6 or more times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Always,2,1 or 2 days,Rarely,2 or 3 times,7.5028,201402018,39
18 years old or older,Female,Grade 10,Never,NA,NA,0 times,Not seriously injured,0 days,Sometimes,Sometimes,Yes,Yes,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,1,3 to 5 days,Always,0 times,7.5028,201402018,39
15 years old,Male,Grade 10,Never,NA,NA,NA,NA,0 days,Sometimes,Sometimes,No,No,0 times,3 or more,12 or 13 years old,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Rarely,1,0 days,Most of the time,1 time,11.8036,201402018,39
18 years old or older,Male,Grade 10,Never,1.74,66,1 time,Something else happened to me,1 or 2 days,Always,Sometimes,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Sometimes,1,0 days,Always,0 times,11.8036,201402018,39
17 years old,Male,Grade 10,Never,1.75,60,1 time,Broken bone/dislocated joint,0 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,My father or male guardian,I have never used drugs,0 times,0 times,Sometimes,Always,5,10 or more days,Sometimes,0 times,11.8036,201402018,39
15 years old,Male,Grade 8,Most of the time,1.59,49,10 or 11 times,Something else happened to me,3 to 5 days,Sometimes,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Sometimes,1 time,16.1565,201402017,37
14 years old,Female,Grade 8,Sometimes,1.51,49,0 times,Not seriously injured,0 days,Never,Never,Yes,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Sometimes,2 or 3 times,10.8303,201402017,37
13 years old,Male,Grade 8,Sometimes,1.49,33,0 times,Not seriously injured,0 days,Never,Never,No,Yes,2 or 3 times,3 or more,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,Never,Sometimes,1,0 days,Most of the time,0 times,16.1565,201402017,37
13 years old,Female,Grade 8,Sometimes,1.55,58,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Always,Always,1,0 days,Most of the time,0 times,10.8303,201402017,37
16 years old,Male,Grade 8,Never,1.65,70,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Neither,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,0 times,16.1565,201402017,37
14 years old,Male,Grade 8,Never,1.59,51,1 time,Something else happened to me,0 days,Sometimes,Never,No,No,0 times,2,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,Rarely,Rarely,2,0 days,Most of the time,0 times,16.1565,201402017,37
13 years old,Female,Grade 8,Never,NA,NA,0 times,Not seriously injured,1 or 2 days,Never,Never,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,Both,I have never used drugs,0 times,0 times,NA,NA,NA,NA,NA,0 times,10.8303,201402017,37
16 years old,Female,Grade 8,Never,1.64,63,0 times,Not seriously injured,0 days,Never,Never,No,No,0 times,3 or more,14 or 15 years old,6 to 9 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,1,0 days,Never,0 times,10.8303,201402017,37
15 years old,Female,Grade 8,Sometimes,1.51,37,2 or 3 times,Something else happened to me,NA,Most of the time,Most of the time,No,No,0 times,1,I have never smoked cigarettes,0 days,0 days,I do not know,I have never used drugs,0 times,0 times,Never,Never,1,10 or more days,Sometimes,0 times,10.8303,201402017,37
